,gene_1,gene_2,HG_pval,rank
1715,STAT4,BCL6_negation,9.834882215278379e-06,56
1887,YBX1,YY1_negation,1.0406175411731562e-05,57
271,BRCA1,YY1_negation,1.2834684762391256e-05,58
2233,ETS1_negation,HDAC2_negation,1.3786731780755615e-05,59
498,ELK1,ZNF148,1.4544607664663898e-05,60
1710,STAT4,ZNF148,1.4772244615884428e-05,61
1097,IRF2,SPI1_negation,1.628817382773256e-05,62
2237,ETS1_negation,NFKB1_negation,1.8330839333908856e-05,63
1713,STAT4,ARNT_negation,1.998301378006101e-05,64
675,GABPA,STAT4,2.6698370543496268e-05,65
1096,IRF2,SP1_negation,2.7514738465274852e-05,66
184,BCL6,ETS1_negation,3.1482410462512945e-05,67
264,BRCA1,SPI1_negation,3.171324923470497e-05,68
2250,ETS1_negation,USF2_negation,3.6945661364710474e-05,69
2174,CREB3_negation,SP1_negation,3.733536859832543e-05,70
2209,ESR2_negation,ETS1_negation,4.455820590698833e-05,71
2084,BCL6_negation,ETS1_negation,5.1992330216001644e-05,72
1179,KLF2,ARNT_negation,5.274048084299265e-05,73
2446,SPI1_negation,YY1_negation,5.274048084299265e-05,74
1286,NANOG,ETS1_negation,5.461501757629958e-05,75
866,HNRNPD,ETS1_negation,5.461501757629958e-05,76
510,ELK1,HDAC1_negation,5.92143034778852e-05,77
1728,STAT4,PARP1_negation,6.92007860209861e-05,78
1499,SMARCA1,STAT4,7.739250355540823e-05,79
1682,SOX17,ETS1_negation,9.074184272434353e-05,80
1472,SMAD4,ETS1_negation,9.132024294796519e-05,81
490,ELK1,SNAI2,0.00013377176857282705,82
2028,ARNT_negation,HDAC1_negation,0.00014252852202435511,83
2304,HIF1A_negation,SPI1_negation,0.00014252852202435511,84
1796,STAT6,ETS1_negation,0.0001564440997391754,85
1220,KLF8,STAT4,0.0001564440997391754,86
1724,STAT4,HIF1A_negation,0.00015991625748052206,87
1719,STAT4,CREM_negation,0.00016166585701200915,88
661,GABPA,IRF2,0.0001811315414786152,89
515,ELK1,NFKB1_negation,0.0001953329139760006,90
495,ELK1,WT1,0.00020590460260269257,91
922,HSF1,ETS1_negation,0.00020590460260269257,92
2182,CREB3_negation,YY1_negation,0.00020632990338311308,93
2246,ETS1_negation,TCF4_negation,0.00020632990338311308,94
2175,CREB3_negation,SPI1_negation,0.00020632990338311308,95
2222,ESR2_negation,SPI1_negation,0.00023015589606843498,96
473,ELK1,HMGA1,0.00023015589606843498,97
527,ELK1,TWIST2_negation,0.00023015589606843498,98
476,ELK1,IKBKB,0.00023015589606843498,99
488,ELK1,SMARCB1,0.00023015589606843498,100
518,ELK1,RUNX1_negation,0.00023027730642025942,101
220,BRCA1,IRF2,0.00023272211621867692,102
571,ESR1,ETS1_negation,0.0002497038737544618,103
317,CEBPD,ETS1_negation,0.0002720295776040004,104
1716,STAT4,BRPF1_negation,0.0002720295776040004,105
2111,BRPF1_negation,ETS1_negation,0.0002720295776040004,106
2234,ETS1_negation,HIF1A_negation,0.0002720295776040004,107
1702,SOX17,YY1_negation,0.0002893121620231312,108
376,CREBBP,BCL6_negation,0.0002893121620231312,109
1455,SMAD4,STAT4,0.00030015570528451035,110
2252,ETS1_negation,ZBTB2_negation,0.0003099382065933624,111
383,CREBBP,HDAC1_negation,0.00031032475443382905,112
1708,STAT4,YBX1,0.0003253482641264959,113
2104,BCL6_negation,YY1_negation,0.0003518460619032903,114
1381,RORA,ETS1_negation,0.0003525275528203934,115
516,ELK1,PARP1_negation,0.0003525275528203934,116
2162,CREB3_negation,ETS1_negation,0.00039257551737504617,117
47,ASH1L,ETS1_negation,0.00039425390071101284,118
632,ESR2,ETS1_negation,0.00039425390071101284,119
615,ESR2,STAT4,0.00039425390071101284,120
1720,STAT4,ESR2_negation,0.0004060420683003627,121
382,CREBBP,ETS1_negation,0.0004164950461049913,122
1665,SOX17,STAT4,0.0004569609031422018,123
1759,STAT5A,ETS1_negation,0.0004600205113650704,124
1736,STAT4,TCF4_negation,0.0004600205113650704,125
503,ELK1,BCL6_negation,0.0004600205113650704,126
1517,SMARCA1,HDAC1_negation,0.000470564570024186,127
1089,IRF2,NFATC3_negation,0.0004725722789753697,128
1845,WT1,SPI1_negation,0.0005599388611642666,129
238,BRCA1,YBX1,0.0006007026296121385,130
734,HIF1A,STAT4,0.0006725717569991146,131
1188,KLF2,HDAC1_negation,0.0006900523922022878,132
75,ATF6,ELK1,0.0007725817631636305,133
1880,YBX1,SPI1_negation,0.0007789537705088008,134
1170,KLF2,STAT4,0.0007881660913711629,135
712,GABPA,YY1_negation,0.0008039614275132764,136
2059,ATF1_negation,HIF1A_negation,0.0008039614275132764,137
705,GABPA,SPI1_negation,0.0008045818623565995,138
1200,KLF2,SPI1_negation,0.0008045818623565995,139
1867,YBX1,ETS1_negation,0.0008245111887873502,140
2239,ETS1_negation,POU4F2_negation,0.0009385760015474007,141
471,ELK1,GABPA,0.0010189392786793935,142
365,CREBBP,STAT4,0.0011090498043053812,143
1712,STAT4,AR_negation,0.0011090498043053812,144
2029,ARNT_negation,HDAC2_negation,0.0011340588262523674,145
405,DNMT1,ELK1,0.0011340588262523674,146
455,DNMT1,RUNX1_negation,0.0011340588262523674,147
921,HSF1,ESR2_negation,0.0011759535281837112,148
1078,IRF2,BCL6_negation,0.001254515489811307,149
286,CEBPD,IRF2,0.001254515489811307,150
2409,RXRA_negation,SPI1_negation,0.001254515489811307,151
2236,ETS1_negation,NFATC3_negation,0.001254515489811307,152
167,BCL6,STAT4,0.001298773503286314,153
1861,YBX1,BCL6_negation,0.0013371341471083288,154
1726,STAT4,NFATC3_negation,0.0013371341471083288,155
801,HMGA1,ARNT_negation,0.0013371341471083288,156
969,IKBKB,ARNT_negation,0.0013371341471083288,157
1551,SMARCB1,ARNT_negation,0.0013371341471083288,158
2045,ARNT_negation,TWIST2_negation,0.0013371341471083288,159
1085,IRF2,HDAC1_negation,0.0013371341471083288,160
2270,HDAC1_negation,TWIST2_negation,0.0013486918320748905,161
429,DNMT1,STAT4,0.0013670092113469913,162
1901,ZNF143,ETS1_negation,0.0013670092113469913,163
1966,ZNF76,ETS1_negation,0.0013670092113469913,164
1201,KLF2,STAT1_negation,0.0013670092113469913,165
810,HMGA1,HDAC1_negation,0.0014476714628000626,166
1560,SMARCB1,HDAC1_negation,0.0014476714628000626,167
978,IKBKB,HDAC1_negation,0.0014476714628000626,168
388,CREBBP,NFKB1_negation,0.0015610275526060403,169
489,ELK1,SNAI1,0.0015626768659850409,170
1051,IRF1,YY1_negation,0.0015868152391663103,171
1989,AR_negation,ARNT_negation,0.0015868152391663103,172
1831,WT1,ESR2_negation,0.001782027451921442,173
1730,STAT4,RUNX1_negation,0.0019701326068967953,174
1081,IRF2,CREB3_negation,0.0020639551923928986,175
2444,SPI1_negation,TWIST2_negation,0.0021296491928980035,176
1735,STAT4,STAT1_negation,0.0021296491928980035,177
484,ELK1,RORA,0.0021639049238709107,178
1740,STAT4,USF2_negation,0.002170986881563326,179
341,CREBBP,ELK1,0.0022036356636679906,180
511,ELK1,HDAC2_negation,0.002272932458043381,181
1196,KLF2,RUNX1_negation,0.002272932458043381,182
1326,PIAS1,ARNT_negation,0.0023194033492279823,183
459,DNMT1,SPI1_negation,0.0023194033492279823,184
1269,NANOG,STAT4,0.0024396940023770144,185
849,HNRNPD,STAT4,0.0024396940023770144,186
1593,SNAI1,ARNT_negation,0.0025224892023382652,187
1071,IRF2,YBX1,0.002582580418327428,188
1485,SMAD4,SPI1_negation,0.0025840317986137364,189
1731,STAT4,RXRA_negation,0.0025840317986137364,190
2253,ETS1_negation,ZIC1_negation,0.0028942688389367957,191
1317,PIAS1,STAT4,0.0028942688389367957,192
1377,RORA,CEBPD_negation,0.0028942688389367957,193
2437,SP1_negation,YY1_negation,0.0029492362605047177,194
1055,IRF2,KLF2,0.0029492362605047177,195
990,IKBKB,SPI1_negation,0.003267236101874679,196
679,GABPA,YBX1,0.003267236101874679,197
1572,SMARCB1,SPI1_negation,0.003267236101874679,198
1186,KLF2,ESR2_negation,0.003267236101874679,199
822,HMGA1,SPI1_negation,0.003267236101874679,200
2245,ETS1_negation,STAT1_negation,0.003267236101874679,201
208,BRCA1,CREBBP,0.003267236101874679,202
1238,KLF8,HDAC1_negation,0.003607796635944279,203
1669,SOX17,YBX1,0.003607796635944279,204
1090,IRF2,NFKB1_negation,0.003607796635944279,205
2056,ATF1_negation,ETS1_negation,0.003607796635944279,206
1742,STAT4,ZBTB2_negation,0.003608386369424231,207
487,ELK1,SMARCA1,0.003608386369424231,208
2370,PARP1_negation,SPI1_negation,0.003608386369424231,209
442,DNMT1,CEBPD_negation,0.003691590347469499,210
1306,NANOG,YY1_negation,0.003691590347469499,211
886,HNRNPD,YY1_negation,0.003691590347469499,212
654,ESR2,ZIC1_negation,0.003691590347469499,213
2265,HDAC1_negation,SPI1_negation,0.0038598529279434786,214
919,HSF1,CREB3_negation,0.0038598529279434786,215
362,CREBBP,SNAI1,0.003933445116771756,216
248,BRCA1,CREB3_negation,0.004207746554258999,217
1250,KLF8,SPI1_negation,0.004207746554258999,218
1732,STAT4,SEC14L2_negation,0.004243167716969874,219
1119,IRF7,STAT4,0.004243167716969874,220
1737,STAT4,TRIB3_negation,0.004243167716969874,221
400,CREBBP,TWIST2_negation,0.0045839812793622755,222
1447,RUNX1,YY1_negation,0.0045839812793622755,223
2416,RXRA_negation,YY1_negation,0.0045839812793622755,224
1174,KLF2,YBX1,0.0045839812793622755,225
354,CREBBP,KLF8,0.0045839812793622755,226
478,ELK1,IRF2,0.0047855388972157095,227
1655,SNAI2,SPI1_negation,0.004848659439924821,228
300,CEBPD,STAT4,0.004848659439924821,229
2248,ETS1_negation,TWIST1_negation,0.004848659439924821,230
1705,STAT4,STAT5A,0.004848659439924821,231
1928,ZNF148,BCL6_negation,0.004848659439924821,232
2430,SP1_negation,SPI1_negation,0.004848659439924821,233
1743,STAT4,ZIC1_negation,0.00504767841750698,234
491,ELK1,SOX17,0.00504767841750698,235
254,BRCA1,HIF1A_negation,0.00504767841750698,236
909,HSF1,YBX1,0.00550001537663601,237
521,ELK1,SP1_negation,0.0057663088879180355,238
1370,RORA,ZNF148,0.005963197080068832,239
2299,HIF1A_negation,POU4F2_negation,0.005963197080068832,240
1181,KLF2,BCL6_negation,0.006103412272879556,241
112,ATF6,CEBPD_negation,0.006103412272879556,242
187,BCL6,HIF1A_negation,0.006103412272879556,243
1954,ZNF148,YY1_negation,0.00616714850999124,244
2229,ESR2_negation,YY1_negation,0.00616714850999124,245
439,DNMT1,ATF1_negation,0.00616714850999124,246
1872,YBX1,NFATC3_negation,0.006675377122224208,247
2069,ATF1_negation,SPI1_negation,0.006675377122224208,248
2316,KLF2_negation,PARP1_negation,0.006675377122224208,249
385,CREBBP,HIF1A_negation,0.0066927771780958545,250
1207,KLF2,YY1_negation,0.0066927771780958545,251
1410,RUNX1,STAT4,0.006917527915868662,252
2355,NFKB1_negation,SPI1_negation,0.006917527915868662,253
1066,IRF2,SOX17,0.006917527915868662,254
693,GABPA,HDAC1_negation,0.006984968159744223,255
1056,IRF2,KLF8,0.006984968159744223,256
1083,IRF2,ESR2_negation,0.006984968159744223,257
1864,YBX1,CREB3_negation,0.007594249182126313,258
384,CREBBP,HDAC2_negation,0.008047420141488338,259
570,ESR1,ESR2_negation,0.008047420141488338,260
1060,IRF2,RUNX1,0.008092604748745822,261
472,ELK1,HIF1A,0.008092604748745822,262
483,ELK1,PIAS1,0.008092604748745822,263
85,ATF6,IRF2,0.008092604748745822,264
1723,STAT4,HDAC2_negation,0.008092604748745822,265
1082,IRF2,CREM_negation,0.008092604748745822,266
1695,SOX17,SPI1_negation,0.008092604748745822,267
1172,KLF2,STAT6,0.008257002331897344,268
250,BRCA1,ESR2_negation,0.008797883774363255,269
1571,SMARCB1,SP1_negation,0.00923744121229391,270
989,IKBKB,SP1_negation,0.00923744121229391,271
2264,HDAC1_negation,SP1_negation,0.00923744121229391,272
821,HMGA1,SP1_negation,0.00923744121229391,273
1671,SOX17,ZNF148,0.00923744121229391,274
2435,SP1_negation,TWIST2_negation,0.00923744121229391,275
684,GABPA,ARNT_negation,0.00923744121229391,276
1729,STAT4,POU4F2_negation,0.009461851275788335,277
508,ELK1,ESR2_negation,0.009483639865945503,278
1073,IRF2,ZNF148,0.009797323942803048,279
2240,ETS1_negation,RUNX1_negation,0.01012847993042054,280
1860,YBX1,ATF1_negation,0.010264027531329385,281
379,CREBBP,CREB3_negation,0.010264027531329385,282
2206,CREM_negation,YY1_negation,0.010264027531329385,283
2346,NFATC3_negation,YY1_negation,0.010264027531329385,284
1621,SNAI1,YY1_negation,0.010264027531329385,285
361,CREBBP,SMARCB1,0.010264027531329385,286
349,CREBBP,IKBKB,0.010264027531329385,287
346,CREBBP,HMGA1,0.010264027531329385,288
274,CEBPD,CREBBP,0.010264027531329385,289
1508,SMARCA1,ARNT_negation,0.010319802774185613,290
1475,SMAD4,HIF1A_negation,0.010319802774185613,291
1234,KLF8,CREB3_negation,0.010319802774185613,292
304,CEBPD,YBX1,0.010319802774185613,293
2329,KLF2_negation,YY1_negation,0.010319802774185613,294
2321,KLF2_negation,SP1_negation,0.010319802774185613,295
1873,YBX1,NFKB1_negation,0.011147118580776693,296
704,GABPA,SP1_negation,0.011147118580776693,297
2081,BCL6_negation,CREB3_negation,0.011147118580776693,298
1424,RUNX1,CREB3_negation,0.011147118580776693,299
357,CREBBP,RORA,0.01135521111630164,300
1858,YBX1,AR_negation,0.01135521111630164,301
2124,BRPF1_negation,SPI1_negation,0.01135521111630164,302
689,GABPA,CREB3_negation,0.011539296639366262,303
244,BRCA1,ATF1_negation,0.011539296639366262,304
506,ELK1,CREB3_negation,0.011539296639366262,305
1368,RORA,YBX1,0.011539296639366262,306
1070,IRF2,WT1,0.012291584131644072,307
1660,SNAI2,TWIST2_negation,0.012291584131644072,308
475,ELK1,HSF1,0.013120526909022857,309
891,HSF1,IRF2,0.013414109311854602,310
502,ELK1,ATF1_negation,0.013414109311854602,311
243,BRCA1,ARNT_negation,0.013414109311854602,312
1094,IRF2,RXRA_negation,0.013414109311854602,313
1678,SOX17,CEBPD_negation,0.013459674644567259,314
688,GABPA,CEBPD_negation,0.013459674644567259,315
129,ATF6,SPI1_negation,0.013459674644567259,316
1091,IRF2,PARP1_negation,0.013459674644567259,317
197,BCL6,SPI1_negation,0.013459674644567259,318
501,ELK1,ARNT_negation,0.014149485831221437,319
633,ESR2,HDAC1_negation,0.015487762651162277,320
2024,ARNT_negation,CREB3_negation,0.015487762651162277,321
584,ESR1,SPI1_negation,0.015487762651162277,322
1079,IRF2,BRPF1_negation,0.015487762651162277,323
435,DNMT1,ZNF148,0.015487762651162277,324
330,CEBPD,SPI1_negation,0.015487762651162277,325
1209,KLF2,ZIC1_negation,0.015487762651162277,326
1825,WT1,ATF1_negation,0.015487762651162277,327
1590,SNAI1,ZNF148,0.015979783182447724,328
1602,SNAI1,HDAC1_negation,0.015979783182447724,329
554,ESR1,STAT4,0.015999721438993683,330
1631,SNAI2,ZNF148,0.015999721438993683,331
1205,KLF2,TWIST2_negation,0.015999721438993683,332
2083,BCL6_negation,ESR2_negation,0.015999721438993683,333
1686,SOX17,KLF2_negation,0.015999721438993683,334
2311,HIF1A_negation,YY1_negation,0.016956276429082453,335
397,CREBBP,TCF4_negation,0.016956276429082453,336
2292,HDAC2_negation,YY1_negation,0.016956276429082453,337
1184,KLF2,CREB3_negation,0.016956276429082453,338
469,ELK1,ESR1,0.017459082861787403,339
119,ATF6,HIF1A_negation,0.017459082861787403,340
2297,HIF1A_negation,NFKB1_negation,0.017459082861787403,341
445,DNMT1,ESR2_negation,0.017459082861787403,342
1075,IRF2,AR_negation,0.017459082861787403,343
2285,HDAC2_negation,SPI1_negation,0.017459082861787403,344
2163,CREB3_negation,HDAC1_negation,0.017459082861787403,345
1751,STAT5A,ARNT_negation,0.017459082861787403,346
1879,YBX1,SP1_negation,0.017459082861787403,347
1841,WT1,RUNX1_negation,0.01758479532174174,348
1136,IRF7,ETS1_negation,0.017967444564602267,349
2247,ETS1_negation,TRIB3_negation,0.017967444564602267,350
1926,ZNF148,ARNT_negation,0.017967444564602267,351
1790,STAT6,BCL6_negation,0.018970207983885847,352
1856,YBX1,ZNF148,0.018970207983885847,353
2212,ESR2_negation,HIF1A_negation,0.018970207983885847,354
1829,WT1,CREB3_negation,0.018970207983885847,355
1087,IRF2,HIF1A_negation,0.018970207983885847,356
695,GABPA,HIF1A_negation,0.018970207983885847,357
2097,BCL6_negation,SPI1_negation,0.018970207983885847,358
1086,IRF2,HDAC2_negation,0.018970207983885847,359
374,CREBBP,ARNT_negation,0.01901883188515485,360
367,CREBBP,STAT6,0.01901883188515485,361
591,ESR1,YY1_negation,0.01901883188515485,362
1852,WT1,YY1_negation,0.019407516619862637,363
1645,SNAI2,HIF1A_negation,0.019407516619862637,364
353,CREBBP,KLF2,0.019407516619862637,365
1711,STAT4,ZNF76,0.0194302126007412,366
1709,STAT4,ZNF143,0.0194302126007412,367
1419,RUNX1,ARNT_negation,0.0194302126007412,368
2235,ETS1_negation,KLF2_negation,0.020967261329419815,369
1725,STAT4,KLF2_negation,0.021510250284056946,370
2172,CREB3_negation,RXRA_negation,0.02231274474446488,371
2396,RUNX1_negation,SP1_negation,0.02231274474446488,372
524,ELK1,TCF4_negation,0.02231274474446488,373
1866,YBX1,ESR2_negation,0.02231274474446488,374
634,ESR2,HDAC2_negation,0.02231274474446488,375
2052,ATF1_negation,CEBPD_negation,0.02231274474446488,376
1529,SMARCA1,SPI1_negation,0.02231274474446488,377
2406,RUNX1_negation,ZIC1_negation,0.02231274474446488,378
525,ELK1,TRIB3_negation,0.02358927954146101,379
1473,SMAD4,HDAC1_negation,0.02358927954146101,380
432,DNMT1,WT1,0.02358927954146101,381
1681,SOX17,ESR2_negation,0.02358927954146101,382
479,ELK1,IRF7,0.02358927954146101,383
2242,ETS1_negation,SEC14L2_negation,0.02358927954146101,384
1407,RUNX1,SNAI1,0.024954598208164563,385
486,ELK1,SMAD4,0.02509362698003369,386
1413,RUNX1,WT1,0.025940107033164732,387
314,CEBPD,CREB3_negation,0.025940107033164732,388
1528,SMARCA1,SP1_negation,0.025940107033164732,389
512,ELK1,HIF1A_negation,0.025940107033164732,390
2161,CREB3_negation,ESR2_negation,0.025940107033164732,391
2040,ARNT_negation,SPI1_negation,0.025962952920775186,392
2366,PARP1_negation,RUNX1_negation,0.026127268331214513,393
2137,CEBPD_negation,ETS1_negation,0.026326388071293456,394
257,BRCA1,NFKB1_negation,0.02641555052598541,395
73,ATF6,CREBBP,0.027429234848434906,396
1057,IRF2,NANOG,0.028596658883063918,397
30,ASH1L,STAT4,0.028596658883063918,398
1940,ZNF148,NFKB1_negation,0.028596658883063918,399
835,HNRNPD,IRF2,0.028596658883063918,400
2219,ESR2_negation,RXRA_negation,0.028596658883063918,401
228,BRCA1,SMAD4,0.028882356314264394,402
1938,ZNF148,KLF2_negation,0.02959893596765743,403
2456,STAT1_negation,ZIC1_negation,0.02959893596765743,404
309,CEBPD,ARNT_negation,0.02959893596765743,405
1492,SMAD4,YY1_negation,0.02959893596765743,406
1772,STAT5A,SPI1_negation,0.02959893596765743,407
359,CREBBP,SMAD4,0.02959893596765743,408
2272,HDAC1_negation,YY1_negation,0.02959893596765743,409
1869,YBX1,HDAC2_negation,0.02959893596765743,410
529,ELK1,YY1_negation,0.02959893596765743,411
1077,IRF2,ATF1_negation,0.02959893596765743,412
2216,ESR2_negation,PARP1_negation,0.029819506112486106,413
1425,RUNX1,CREM_negation,0.03102961376591539,414
557,ESR1,WT1,0.03102961376591539,415
853,HNRNPD,YBX1,0.03102961376591539,416
2042,ARNT_negation,TCF4_negation,0.03102961376591539,417
2170,CREB3_negation,POU4F2_negation,0.03102961376591539,418
1273,NANOG,YBX1,0.03102961376591539,419
2055,ATF1_negation,ESR2_negation,0.03102961376591539,420
2143,CEBPD_negation,NFKB1_negation,0.03156138816111809,421
911,HSF1,ZNF148,0.03156138816111809,422
245,BRCA1,BCL6_negation,0.03231136566076091,423
222,BRCA1,KLF2,0.03231136566076091,424
1828,WT1,CEBPD_negation,0.03241605269203805,425
1061,IRF2,SMAD4,0.03241605269203805,426
1180,KLF2,ATF1_negation,0.032647884729711425,427
344,CREBBP,GABPA,0.032647884729711425,428
583,ESR1,SP1_negation,0.032647884729711425,429
1190,KLF2,HIF1A_negation,0.032647884729711425,430
1401,RORA,YY1_negation,0.032647884729711425,431
1994,AR_negation,CREB3_negation,0.032647884729711425,432
2115,BRPF1_negation,KLF2_negation,0.032647884729711425,433
1347,PIAS1,SPI1_negation,0.032647884729711425,434
390,CREBBP,POU4F2_negation,0.032647884729711425,435
237,BRCA1,WT1,0.03266380994704303,436
1577,SMARCB1,TWIST2_negation,0.033180617930386916,437
995,IKBKB,TWIST2_negation,0.033180617930386916,438
827,HMGA1,TWIST2_negation,0.033180617930386916,439
1257,KLF8,YY1_negation,0.03345266996202801,440
2308,HIF1A_negation,TWIST1_negation,0.03345266996202801,441
1662,SNAI2,YY1_negation,0.03345266996202801,442
696,GABPA,KLF2_negation,0.03461714668961223,443
481,ELK1,KLF8,0.03461714668961223,444
1173,KLF2,WT1,0.03461714668961223,445
2159,CEBPD_negation,ZIC1_negation,0.03461714668961223,446
1643,SNAI2,HDAC1_negation,0.03461714668961223,447
115,ATF6,ESR2_negation,0.03461714668961223,448
1440,RUNX1,SPI1_negation,0.03461714668961223,449
2102,BCL6_negation,TWIST2_negation,0.03461714668961223,450
2218,ESR2_negation,RUNX1_negation,0.03519424736837694,451
1464,SMAD4,ARNT_negation,0.03519424736837694,452
2314,KLF2_negation,NFATC3_negation,0.036874320014464945,453
722,HIF1A,KLF2,0.036874320014464945,454
626,ESR2,BCL6_negation,0.036874320014464945,455
2021,ARNT_negation,BCL6_negation,0.036874320014464945,456
1283,NANOG,CREB3_negation,0.036874320014464945,457
863,HNRNPD,CREB3_negation,0.036874320014464945,458
2165,CREB3_negation,HIF1A_negation,0.036874320014464945,459
1558,SMARCB1,ESR2_negation,0.03703140864483057,460
496,ELK1,YBX1,0.03703140864483057,461
1553,SMARCB1,BCL6_negation,0.03703140864483057,462
613,ESR2,SNAI2,0.03703140864483057,463
1875,YBX1,POU4F2_negation,0.03703140864483057,464
808,HMGA1,ESR2_negation,0.03703140864483057,465
976,IKBKB,ESR2_negation,0.03703140864483057,466
971,IKBKB,BCL6_negation,0.03703140864483057,467
803,HMGA1,BCL6_negation,0.03703140864483057,468
2227,ESR2_negation,TWIST2_negation,0.03703140864483057,469
1717,STAT4,CEBPD_negation,0.03805409608180953,470
255,BRCA1,KLF2_negation,0.03854049466491179,471
500,ELK1,AR_negation,0.03854049466491179,472
143,BCL6,ELK1,0.03854049466491179,473
778,HMGA1,IRF2,0.03854049466491179,474
624,ESR2,ARNT_negation,0.03854049466491179,475
946,IKBKB,IRF2,0.03854049466491179,476
1063,IRF2,SMARCB1,0.03854049466491179,477
691,GABPA,ESR2_negation,0.03935219065044501,478
1059,IRF2,RORA,0.03935219065044501,479
1859,YBX1,ARNT_negation,0.04184188399446847,480
1374,RORA,ATF1_negation,0.04184188399446847,481
2085,BCL6_negation,HDAC1_negation,0.04184188399446847,482
109,ATF6,ATF1_negation,0.04184188399446847,483
916,HSF1,BCL6_negation,0.04184188399446847,484
1819,WT1,YBX1,0.04184188399446847,485
1534,SMARCA1,TWIST2_negation,0.04221730378703781,486
2274,HDAC1_negation,ZIC1_negation,0.043437799007817274,487
1870,YBX1,HIF1A_negation,0.043437799007817274,488
2256,HDAC1_negation,KLF2_negation,0.043437799007817274,489
1868,YBX1,HDAC1_negation,0.043437799007817274,490
2046,ARNT_negation,USF2_negation,0.043437799007817274,491
1947,ZNF148,SPI1_negation,0.045089448393089995,492
612,ESR2,SNAI1,0.045089448393089995,493
2033,ARNT_negation,NFKB1_negation,0.045089448393089995,494
217,BRCA1,HSF1,0.04668531274871935,495
1076,IRF2,ARNT_negation,0.04706507395019928,496
263,BRCA1,SP1_negation,0.04706507395019928,497
1691,SOX17,RUNX1_negation,0.04706507395019928,498
1034,IRF1,HIF1A_negation,0.0503917794075674,499
2255,HDAC1_negation,HIF1A_negation,0.0503917794075674,500
1330,PIAS1,CEBPD_negation,0.0503917794075674,501
2404,RUNX1_negation,YY1_negation,0.0503917794075674,502
2050,ATF1_negation,BCL6_negation,0.0503917794075674,503
2267,HDAC1_negation,TCF4_negation,0.0503917794075674,504
