,gene_1,gene_2,HG_pval,rank
133,DEK,SMAD3_negation,2.345324958789526e-05,156
454,PKNOX1,CEBPD_negation,2.345324958789526e-05,157
676,SPI1,VDR_negation,2.345324958789526e-05,158
419,PAX5,CREB3_negation,2.4677104059328246e-05,159
494,RFX1,CREB3_negation,2.4677104059328246e-05,160
1051,CIITA_negation,TWIST2_negation,2.834522819132285e-05,161
644,SOX17,VDR_negation,2.834522819132285e-05,162
832,USF2,CEBPD_negation,2.879318943417828e-05,163
363,KLF2,SPI1,2.879318943417828e-05,164
1046,CIITA_negation,RELA_negation,2.879318943417828e-05,165
967,ATF2_negation,CEBPD_negation,4.004262278683561e-05,166
756,TCF4,ERG_negation,4.9251687638712945e-05,167
564,SMAD3,CIITA_negation,5.0363190055686547e-05,168
138,DEK,WT1_negation,5.0363190055686547e-05,169
972,ATF2_negation,ERG_negation,5.042585008338022e-05,170
848,USF2,WT1_negation,5.042585008338022e-05,171
1107,FOXO1_negation,WT1_negation,6.36871406538459e-05,172
1144,RXRA_negation,VDR_negation,7.067052719846274e-05,173
661,SPI1,CEBPD_negation,7.067052719846274e-05,174
1007,CEBPD_negation,CREB3_negation,7.727313052342023e-05,175
430,PAX5,TWIST2_negation,7.727313052342023e-05,176
794,TP53,VDR_negation,7.727313052342023e-05,177
927,ZNF76,CHD4_negation,8.015366377290612e-05,178
114,DEK,USF2,9.087200378695391e-05,179
167,ELK1,CEBPD_negation,0.00011392549389799676,180
658,SPI1,ARNT_negation,0.0001161456317914249,181
598,SMARCB1,CIITA_negation,0.0001161456317914249,182
843,USF2,SMAD3_negation,0.0001161456317914249,183
456,PKNOX1,CIITA_negation,0.0001161456317914249,184
1045,CIITA_negation,NFKB1_negation,0.0001161456317914249,185
409,PAX5,WT1,0.00011687036778197665,186
339,HOXA7,CIITA_negation,0.00011687036778197665,187
117,DEK,YY1,0.00011845539480880693,188
134,DEK,SP1_negation,0.00012319670930828128,189
1049,CIITA_negation,SP1_negation,0.00012319670930828128,190
1040,CIITA_negation,CREB3_negation,0.00012319670930828128,191
722,STAT6,CEBPD_negation,0.00013558957792796463,192
434,PAX5,ZBTB2_negation,0.00013558957792796463,193
428,PAX5,SP1_negation,0.00015800295192669735,194
126,DEK,E2F1_negation,0.0001734838088823058,195
95,DEK,ELK1,0.0001734838088823058,196
1095,ERG_negation,WT1_negation,0.00018943164496974596,197
577,SMAD3,VDR_negation,0.00022023366190658913,198
1172,VDR_negation,ZBTB2_negation,0.00024582893777238505,199
429,PAX5,SPI1_negation,0.00024582893777238505,200
108,DEK,SPI1,0.00025092757950131506,201
1011,CEBPD_negation,KLF4_negation,0.0002896796926136046,202
400,PAX5,SMARCB1,0.0003015226344216213,203
672,SPI1,SMAD3_negation,0.0003380111564702801,204
909,YY1,ERG_negation,0.00034908547807730367,205
57,CREM,RFX1,0.0003566162684817051,206
1152,SMAD3_negation,WT1_negation,0.0003587126701980986,207
910,YY1,FOXO1_negation,0.00038142827494994536,208
34,CEBPE,ERG_negation,0.00043671496965570284,209
78,CREM,CIITA_negation,0.0004551768932176751,210
97,DEK,ESR2,0.0004551768932176751,211
379,KLF2,CIITA_negation,0.0004551768932176751,212
830,USF2,ATF2_negation,0.0004551768932176751,213
111,DEK,TCF4,0.00047759317273966947,214
821,TP63,VDR_negation,0.00047759317273966947,215
767,TCF4,WT1_negation,0.0004945615055609117,216
112,DEK,TP53,0.0005235257546106062,217
826,USF2,YBX1,0.0005235257546106062,218
127,DEK,ERG_negation,0.0005235257546106062,219
119,DEK,ARNT_negation,0.0005235257546106062,220
490,RFX1,BCL6_negation,0.0005425098591197216,221
1090,ERG_negation,SMAD3_negation,0.0005425098591197216,222
656,SPI1,YY1,0.0005425098591197216,223
886,YBX1,ERG_negation,0.0005447185577232072,224
887,YBX1,FOXO1_negation,0.0005610996296636138,225
694,STAT3,CIITA_negation,0.0005753902736462828,226
440,PKNOX1,SPI1,0.0005753902736462828,227
707,STAT3,VDR_negation,0.0005753902736462828,228
808,TP63,CIITA_negation,0.0005753902736462828,229
54,CREM,KLF2,0.0005753902736462828,230
159,ELK1,USF2,0.0005753902736462828,231
435,PKNOX1,RFX1,0.000575863231603697,232
1136,RELA_negation,VDR_negation,0.000575863231603697,233
131,DEK,RELA_negation,0.0007524518913069989,234
827,USF2,YY1,0.0008586711643039817,235
226,ERCC2,VDR_negation,0.0008586711643039817,236
269,ESR2,VDR_negation,0.0008586711643039817,237
727,STAT6,ERG_negation,0.0008586711643039817,238
1127,NFKB1_negation,VDR_negation,0.0008682034426222419,239
500,RFX1,RELA_negation,0.0008682034426222419,240
947,ARNT_negation,CEBPD_negation,0.0009221238653212895,241
398,PAX5,SF1,0.0009276860927383088,242
677,SPI1,WT1_negation,0.0009417895010391683,243
173,ELK1,FOXO1_negation,0.0010310818443861683,244
958,ARNT_negation,SMAD3_negation,0.0010419607366367425,245
162,ELK1,YY1,0.0010934594298607346,246
1166,TWIST2_negation,VDR_negation,0.0011782499707924166,247
743,TCF4,USF2,0.0011782499707924166,248
611,SMARCB1,VDR_negation,0.0011782499707924166,249
76,CREM,CEBPD_negation,0.0013857305832237672,250
120,DEK,ATF2_negation,0.0013857305832237672,251
44,CEBPE,VDR_negation,0.0013857305832237672,252
1071,E2F1_negation,ERG_negation,0.0013857305832237672,253
233,ESR2,PAX5,0.0013857305832237672,254
762,TCF4,SMAD3_negation,0.0014202021155975406,255
29,CEBPE,CEBPD_negation,0.0014915523316441567,256
426,PAX5,RXRA_negation,0.0015173610290063829,257
1086,ERG_negation,KLF4_negation,0.0015173610290063829,258
836,USF2,E2F1_negation,0.0017245128905183013,259
104,DEK,SF1,0.0017245128905183013,260
318,HOXA7,RFX1,0.0017409284485628979,261
99,DEK,HOXA7,0.0018310608999877376,262
153,ELK1,SPI1,0.0018310608999877376,263
911,YY1,KLF4_negation,0.0018817373027506968,264
343,HOXA7,FOXO1_negation,0.002081880222275043,265
692,STAT3,CEBPD_negation,0.00210770863676156,266
116,DEK,YBX1,0.0021659297990002466,267
653,SPI1,USF2,0.0021659297990002466,268
751,TCF4,CEBPD_negation,0.0021731095250525742,269
941,ZNF76,VDR_negation,0.002206396552964471,270
1102,FOXO1_negation,SMAD3_negation,0.002336416199716908,271
401,PAX5,SOX17,0.0023864359189163043,272
172,ELK1,ERG_negation,0.0023947721504283953,273
567,SMAD3,ERG_negation,0.0023947721504283953,274
973,ATF2_negation,FOXO1_negation,0.0026860892895624587,275
406,PAX5,TP53,0.002816287463864377,276
876,YBX1,YY1,0.002816287463864377,277
1055,CIITA_negation,ZBTB2_negation,0.002816287463864377,278
529,SF1,CIITA_negation,0.002816287463864377,279
829,USF2,ARNT_negation,0.002816287463864377,280
183,ELK1,WT1_negation,0.0028919865129907515,281
449,PKNOX1,YY1,0.0030633778841126897,282
785,TP53,FOXO1_negation,0.003827427789644528,283
524,SF1,ARNT_negation,0.003842084297330846,284
863,WT1,FOXO1_negation,0.0038656614263759765,285
1008,CEBPD_negation,E2F1_negation,0.004036493349275568,286
100,DEK,KLF2,0.004263184885117985,287
459,PKNOX1,ERG_negation,0.004263184885117985,288
460,PKNOX1,FOXO1_negation,0.004643750673121477,289
757,TCF4,FOXO1_negation,0.004985639131045266,290
1098,FOXO1_negation,KLF4_negation,0.006265182600136293,291
115,DEK,WT1,0.006271939909972356,292
666,SPI1,ERG_negation,0.006271939909972356,293
714,STAT6,USF2,0.006271939909972356,294
716,STAT6,YBX1,0.006298438011431824,295
377,KLF2,CEBPD_negation,0.006298438011431824,296
986,BCL6_negation,CEBPD_negation,0.006298438011431824,297
62,CREM,SPI1,0.006298438011431824,298
1072,E2F1_negation,FOXO1_negation,0.00666456905396081,299
745,TCF4,YBX1,0.006825696815790154,300
83,CREM,KLF4_negation,0.006825696815790154,301
897,YBX1,WT1_negation,0.006825696815790154,302
393,KLF2,WT1_negation,0.006825696815790154,303
1137,RELA_negation,WT1_negation,0.007176719823687275,304
161,ELK1,YBX1,0.007638489672541375,305
953,ARNT_negation,FOXO1_negation,0.007821229150192512,306
668,SPI1,KLF4_negation,0.00823567960769426,307
954,ARNT_negation,KLF4_negation,0.00823567960769426,308
481,RFX1,TP53,0.008450121178046282,309
879,YBX1,ATF2_negation,0.008450121178046282,310
1057,CREB3_negation,ERG_negation,0.008450121178046282,311
125,DEK,CREB3_negation,0.008667112474707533,312
256,ESR2,CIITA_negation,0.008667112474707533,313
1050,CIITA_negation,SPI1_negation,0.008788587457979287,314
655,SPI1,YBX1,0.008788587457979287,315
907,YY1,CREB3_negation,0.008788587457979287,316
504,RFX1,SPI1_negation,0.009204943447611743,317
71,CREM,YY1,0.009531900901561858,318
971,ATF2_negation,E2F1_negation,0.009531900901561858,319
670,SPI1,RELA_negation,0.009811737286335429,320
75,CREM,BCL6_negation,0.009811737286335429,321
1014,CEBPD_negation,RXRA_negation,0.009811737286335429,322
369,KLF2,USF2,0.009858560494483599,323
835,USF2,CREB3_negation,0.009858560494483599,324
542,SF1,VDR_negation,0.009903821230392656,325
311,FOS,VDR_negation,0.009903821230392656,326
1162,SPI1_negation,VDR_negation,0.010123125235690136,327
235,ESR2,RFX1,0.010123125235690136,328
458,PKNOX1,E2F1_negation,0.010123125235690136,329
479,RFX1,STAT6,0.011016600268533657,330
383,KLF2,FOXO1_negation,0.011988760238737503,331
386,KLF2,RELA_negation,0.011988760238737503,332
348,HOXA7,SMAD3_negation,0.012614332269714838,333
901,YY1,ARNT_negation,0.01334149395374541,334
334,HOXA7,ARNT_negation,0.01334149395374541,335
337,HOXA7,CEBPD_negation,0.01334149395374541,336
213,ERCC2,CIITA_negation,0.013850984942395311,337
35,CEBPE,FOXO1_negation,0.014533646589460571,338
64,CREM,STAT6,0.014631152545690689,339
478,RFX1,STAT3,0.014631152545690689,340
568,SMAD3,FOXO1_negation,0.01492166550453899,341
105,DEK,SMAD3,0.0157062727364626,342
957,ARNT_negation,RXRA_negation,0.015955347450915137,343
102,DEK,PKNOX1,0.015955347450915137,344
844,USF2,SP1_negation,0.015955347450915137,345
41,CEBPE,SP1_negation,0.016302354059010433,346
554,SMAD3,USF2,0.016302354059010433,347
952,ARNT_negation,ERG_negation,0.016302354059010433,348
562,SMAD3,CEBPD_negation,0.01653712044613367,349
884,YBX1,CREB3_negation,0.01653712044613367,350
719,STAT6,ARNT_negation,0.016562301915028717,351
650,SPI1,TCF4,0.016562301915028717,352
892,YBX1,SMAD3_negation,0.016791715204809866,353
728,STAT6,FOXO1_negation,0.017418283142277793,354
147,ELK1,PKNOX1,0.01874106130354006,355
556,SMAD3,YBX1,0.01874106130354006,356
859,WT1,CIITA_negation,0.021669477826127513,357
988,BCL6_negation,CIITA_negation,0.021669477826127513,358
1016,CEBPD_negation,SP1_negation,0.02233653336603848,359
920,YY1,WT1_negation,0.02297545838688389,360
689,STAT3,ARNT_negation,0.02323254051646531,361
274,FOS,KLF2,0.02323254051646531,362
190,ERCC2,PAX5,0.02323254051646531,363
903,YY1,BCL6_negation,0.023915542956733538,364
784,TP53,ERG_negation,0.025835735014002274,365
839,USF2,KLF4_negation,0.025835735014002274,366
773,TP53,YBX1,0.026353744618596058,367
135,DEK,SPI1_negation,0.026353744618596058,368
686,STAT3,YBX1,0.026353744618596058,369
708,STAT3,WT1_negation,0.027969398072827233,370
965,ARNT_negation,ZBTB2_negation,0.029177379224679313,371
908,YY1,E2F1_negation,0.02947276573840219,372
9,CEBPE,PKNOX1,0.02947276573840219,373
446,PKNOX1,USF2,0.032993124683832274,374
1022,CEBPD_negation,ZBTB2_negation,0.032993124683832274,375
276,FOS,PKNOX1,0.0341097679383182,376
983,ATF2_negation,WT1_negation,0.034937965826057314,377
296,FOS,CEBPD_negation,0.03687801028886261,378
477,RFX1,SPI1,0.03812172945624693,379
93,CREM,WWTR1_negation,0.03935759118458628,380
357,KLF2,PKNOX1,0.03935759118458628,381
923,ZNF76,ARNT_negation,0.040453678951343205,382
928,ZNF76,CIITA_negation,0.040453678951343205,383
437,PKNOX1,SMAD3,0.04133360140145282,384
1113,KLF4_negation,SMAD3_negation,0.04160726522187884,385
841,USF2,RELA_negation,0.04219952838096931,386
211,ERCC2,CEBPD_negation,0.04288288257000797,387
143,ELK1,FOS,0.04288288257000797,388
1047,CIITA_negation,RXRA_negation,0.04288288257000797,389
165,ELK1,ATF2_negation,0.043862412829722516,390
92,CREM,WT1_negation,0.044431806775556686,391
301,FOS,ERG_negation,0.04631663326653883,392
828,USF2,ZNF76,0.04631663326653883,393
24,CEBPE,YY1,0.04727130054420799,394
489,RFX1,ATF2_negation,0.04831516899952742,395
1118,KLF4_negation,WT1_negation,0.049181976233416295,396
178,ELK1,SMAD3_negation,0.04953362189233153,397
698,STAT3,FOXO1_negation,0.051500234608475255,398
1108,FOXO1_negation,WWTR1_negation,0.051500234608475255,399
170,ELK1,CREB3_negation,0.0517275091131974,400
916,YY1,SP1_negation,0.0517275091131974,401
508,RFX1,WWTR1_negation,0.05670695866971768,402
470,PKNOX1,WT1_negation,0.05670695866971768,403
372,KLF2,YY1,0.05670695866971768,404
164,ELK1,ARNT_negation,0.05791878278117786,405
109,DEK,STAT3,0.058567172620580935,406
342,HOXA7,ERG_negation,0.06014373305908069,407
463,PKNOX1,RELA_negation,0.06014373305908069,408
878,YBX1,ARNT_negation,0.06014373305908069,409
461,PKNOX1,KLF4_negation,0.06326565287628029,410
1013,CEBPD_negation,RELA_negation,0.06527320699203419,411
23,CEBPE,YBX1,0.06532249516924543,412
651,SPI1,TP53,0.06532249516924543,413
695,STAT3,CREB3_negation,0.06532249516924543,414
308,FOS,SP1_negation,0.06532249516924543,415
1068,CREB3_negation,WT1_negation,0.06642328345908723,416
915,YY1,SMAD3_negation,0.06791116887456422,417
669,SPI1,NFKB1_negation,0.06981275406766144,418
21,CEBPE,USF2,0.06996397770281537,419
293,FOS,ARNT_negation,0.07054807181959268,420
48,CREM,DEK,0.07054807181959268,421
26,CEBPE,ARNT_negation,0.07054807181959268,422
366,KLF2,TCF4,0.07104074442299835,423
341,HOXA7,E2F1_negation,0.0767025719462879,424
1082,E2F1_negation,WT1_negation,0.0767025719462879,425
443,PKNOX1,TCF4,0.07783879239295312,426
7,CEBPE,KLF2,0.07783879239295312,427
1077,E2F1_negation,SMAD3_negation,0.07823791543121178,428
36,CEBPE,KLF4_negation,0.07823791543121178,429
746,TCF4,YY1,0.0791392409576741,430
748,TCF4,ARNT_negation,0.07952933295415786,431
893,YBX1,SP1_negation,0.08083012231558212,432
441,PKNOX1,STAT3,0.08083012231558212,433
323,HOXA7,SPI1,0.08353043873475197,434
680,STAT3,STAT6,0.08353043873475197,435
885,YBX1,E2F1_negation,0.08353043873475197,436
331,HOXA7,YBX1,0.08750025190646928,437
1058,CREB3_negation,FOXO1_negation,0.08750074938199101,438
945,ARNT_negation,ATF2_negation,0.09017536505591693,439
538,SF1,SMAD3_negation,0.09185956846162252,440
10,CEBPE,RFX1,0.09277366096099253,441
140,DEK,ZBTB2_negation,0.09315731699122581,442
2,CEBPE,ELK1,0.09315731699122581,443
66,CREM,TP53,0.09315731699122581,444
31,CEBPE,CIITA_negation,0.09315731699122581,445
565,SMAD3,CREB3_negation,0.09836209970411931,446
15,CEBPE,SPI1,0.09836209970411931,447
358,KLF2,RFX1,0.10307975471439292,448
754,TCF4,CREB3_negation,0.10307975471439292,449
703,STAT3,SMAD3_negation,0.10611100200926352,450
862,WT1,ERG_negation,0.10631794126404931,451
782,TP53,CREB3_negation,0.10631794126404931,452
139,DEK,WWTR1_negation,0.10631794126404931,453
1089,ERG_negation,RXRA_negation,0.10631794126404931,454
240,ESR2,SPI1,0.10631794126404931,455
73,CREM,ARNT_negation,0.10720138953156477,456
130,DEK,NFKB1_negation,0.10720138953156477,457
725,STAT6,CREB3_negation,0.10720138953156477,458
902,YY1,ATF2_negation,0.10764685365937417,459
1012,CEBPD_negation,NFKB1_negation,0.10790146651090415,460
926,ZNF76,CEBPD_negation,0.11609048831281908,461
557,SMAD3,YY1,0.11741434272817715,462
621,SOX17,USF2,0.11825847757948246,463
246,ESR2,USF2,0.11825847757948246,464
846,USF2,TWIST2_negation,0.11825847757948246,465
519,SF1,USF2,0.11923277881066877,466
842,USF2,RXRA_negation,0.11923277881066877,467
302,FOS,FOXO1_negation,0.1216793949995798,468
774,TP53,YY1,0.1216793949995798,469
979,ATF2_negation,SP1_negation,0.1216793949995798,470
741,TCF4,TP53,0.12504581599865427,471
1093,ERG_negation,TWIST2_negation,0.12609709076612843,472
63,CREM,STAT3,0.12609709076612843,473
601,SMARCB1,ERG_negation,0.12609709076612843,474
734,STAT6,SP1_negation,0.12609709076612843,475
254,ESR2,CEBPD_negation,0.12609709076612843,476
1092,ERG_negation,SPI1_negation,0.12609709076612843,477
251,ESR2,ARNT_negation,0.1268555491048687,478
277,FOS,RFX1,0.1268555491048687,479
40,CEBPE,SMAD3_negation,0.12754122451012503,480
50,CREM,ERCC2,0.13747584205308652,481
466,PKNOX1,SP1_negation,0.13747584205308652,482
282,FOS,SPI1,0.14406386593980441,483
654,SPI1,WT1,0.14406386593980441,484
717,STAT6,YY1,0.145915155574033,485
649,SPI1,STAT6,0.14768227101863057,486
198,ERCC2,STAT3,0.14860798039335263,487
208,ERCC2,ARNT_negation,0.14860798039335263,488
840,USF2,NFKB1_negation,0.14860798039335263,489
457,PKNOX1,CREB3_negation,0.14860798039335263,490
448,PKNOX1,YBX1,0.14860798039335263,491
206,ERCC2,YY1,0.1490498852102198,492
758,TCF4,KLF4_negation,0.152763859747494,493
156,ELK1,TCF4,0.16347076626390925,494
1100,FOXO1_negation,RELA_negation,0.16347076626390925,495
851,WT1,YBX1,0.16361371195807842,496
527,SF1,CEBPD_negation,0.16361371195807842,497
738,STAT6,WT1_negation,0.1667284276621905,498
249,ESR2,YY1,0.1713073860456629,499
950,ARNT_negation,CREB3_negation,0.1713073860456629,500
1076,E2F1_negation,RXRA_negation,0.1713073860456629,501
796,TP53,WWTR1_negation,0.17234964388558793,502
790,TP53,SMAD3_negation,0.17234964388558793,503
888,YBX1,KLF4_negation,0.17446478626058068,504
154,ELK1,STAT3,0.17446478626058068,505
192,ERCC2,RFX1,0.17446478626058068,506
6,CEBPE,HOXA7,0.17446478626058068,507
970,ATF2_negation,CREB3_negation,0.17496890026148507,508
895,YBX1,TWIST2_negation,0.17496890026148507,509
701,STAT3,RELA_negation,0.17496890026148507,510
231,ESR2,HOXA7,0.17496890026148507,511
349,HOXA7,SP1_negation,0.17496890026148507,512
588,SMARCB1,USF2,0.17530268947835753,513
664,SPI1,CREB3_negation,0.17530268947835753,514
223,ERCC2,SP1_negation,0.17530268947835753,515
315,HOXA7,KLF2,0.17585431805115578,516
687,STAT3,YY1,0.17585431805115578,517
