,gene_1,gene_2,HG_pval,TP,TN,q_value,HG_rank,CCS,MGD,CCS_rank,rank,Plot
1248,ETS2,ATF1_negation,3.8695056037968505e-06,0.13,0.985,4.984534192259364e-05,303,0.397367569582458,0.07936756958245797,794,575,
3325,CDX2_negation,ERG_negation,1.664206772666221e-05,0.22,0.935,0.00017425223854975727,374,0.49447754578544323,0.09847754578544335,724,576,
2156,KLF4,SMARCB1,0.0006010293094581489,0.14,0.96,0.003877480685071023,606,0.6647664756325002,0.13276647563250038,492,577,
92,ATF5,CREM,0.0019491754695997138,0.11,0.97,0.00989549247011628,769,0.8033672465493911,0.16136724654939089,331,578,
14,ASH1L,ETS2,7.862098117205677e-05,0.13,0.975,0.0006621070156339233,465,0.5802556365748697,0.11625563657486976,635,579,
636,CTNNB1,ATF1_negation,7.234340168004216e-07,0.18,0.97,1.0812853472482638e-05,260,0.3024194866622979,0.0604194866622979,842,580,
3143,ATF1_negation,CREM_negation,1.1641382129318955e-05,0.1,0.9925,0.00013025043548118008,348,0.4497803220092005,0.0897803220092005,758,581,
3653,HDAC1_negation,STAT3_negation,0.0006368579079430555,0.09,0.985,0.00408172760639117,610,0.6629755303240065,0.13297553032400647,498,582,
3297,BRPF1_negation,HDAC1_negation,0.0003811207151519891,0.1,0.9825,0.002586600902140709,576,0.6449012494326161,0.12890124943261602,534,583,
3657,HDAC1_negation,WT1_negation,4.792605628596821e-05,0.15,0.9675,0.0004324387935849113,433,0.5501703045467036,0.11017030454670357,678,584,
1913,HSF1,SMAD4,1.3419834044832629e-11,0.15,1.0,4.6098307122425064e-10,114,0.07764144575220466,0.015641445752204546,997,585,
162,ATF5,SEC14L2_negation,0.00034033933316703253,0.18,0.94,0.0023218969140803123,574,0.6428545411427234,0.12885454114272343,539,586,
431,CEBPD,CTNNB1,0.004591665095342,0.13,0.9525,0.019890443045751407,897,1.013375505810075,0.20137550581007505,219,587,
3328,CDX2_negation,FOS_negation,4.7477256327346905e-08,0.37,0.8775,9.113771361661299e-07,204,0.17169479514153219,0.03369479514153221,912,588,
3895,TWIST2_negation,WT1_negation,0.00522340708441276,0.14,0.945,0.022306283688724504,917,1.046891789598987,0.208891789598987,201,589,
361,CEBPB,HDAC3,0.0035367323270040557,0.16,0.935,0.01597444497410367,866,0.9587031447001026,0.19270314470010275,255,590,
1678,HES1,FOS_negation,7.5837666811479e-11,0.14,1.0,2.375842425870014e-09,123,0.07255238722803159,0.01455238722803151,998,591,
2725,SMAD4,RBMX_negation,0.004334705246177028,0.23,0.8825,0.019202155819037604,884,0.983825397683875,0.19582539768387497,241,592,
646,CTNNB1,ERG_negation,2.433247991791599e-05,0.35,0.845,0.00024495113459783806,389,0.4729571824557618,0.09495718245576189,737,593,
3349,CDX2_negation,WT1_negation,0.00010334719948407978,0.18,0.9475,0.0008431409024576176,479,0.5720419256029512,0.11404192560295125,647,594,
930,ELK1,KLF4,0.0010304381810130239,0.13,0.9625,0.006040712450369763,667,0.6829690683486671,0.13696906834866715,461,595,
1261,ETS2,FOS_negation,6.831227019393283e-06,0.22,0.94,8.131028877794559e-05,329,0.38521314164321974,0.0772131416432197,800,596,
1250,ETS2,ATM_negation,0.0003811207151519891,0.1,0.9825,0.002586600902140709,575,0.6329756475325551,0.12697564753255508,554,597,
3704,HOXA10_negation,ZBTB2_negation,6.613756481413626e-05,0.21,0.9325,0.0005742676359471344,451,0.5481384115750326,0.11013841157503268,679,598,
1407,FOSL2,HDAC1_negation,0.001055521772452585,0.08,0.9875,0.006132675461312052,669,0.6801544666758751,0.13615446667587516,464,599,
422,CEBPB,TWIST1_negation,0.0075022131095544235,0.1,0.9675,0.029845412009869135,969,1.117241083162566,0.22524108316256625,164,600,
2312,MYC,TWIST1_negation,0.001213457914050164,0.09,0.9825,0.006792550417580315,690,0.6940034450903705,0.13800344509037044,445,601,
